ename,node,var,state,period,value
e2.dhwt.loss_Q,e2.dhwt,loss,Q,10,-320
e2.dhwt.storage_Q,e2.dhwt,storage,Q,10,3728
e2.hhwt.loss_Q,e2.hhwt,loss,Q,10,-3615
e2.hhwt.storage_Q,e2.hhwt,storage,Q,10,17696
e2.ice.storage_Q,e2.ice,storage,Q,10,-25000
e2.sc.IDN_Q,e2.sc,IDN,Q,10,200000
e2.dhwt.electric_Q,e2.dhwt,electric,Q,10,0
e2.dhw.Demand_Q,e2.dhw,Demand,Q,10,-123000
e2.ct.rejected_Q,e2.ct,rejected,Q,10,-75488
e2.ahu.Demand_Q,e2.ahu,Demand,Q,10,23200
e2.ec.electric_Q,e2.ec,electric,Q,10,5890
e2.ec.rejected_Q,e2.ec,rejected,Q,10,-23090
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,10,0
e2.dhwt.loss_D,e2.dhwt,loss,D,10,16
e2.hhwt.loss_D,e2.hhwt,loss,D,10,15
e2.dhwt.storage_J,e2.dhwt,storage,J,10,13422818
e2.hhwt.storage_J,e2.hhwt,storage,J,10,190023752
e2.ice.storage_J,e2.ice,storage,J,10,-450000000
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,11,123000
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,11,-123000
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,11,-123160
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,11,123160
e2.hx.hhwt_Q,e2.hx,hhwt,Q,11,-200000
e2.hhwt.hx_Q,e2.hhwt,hx,Q,11,200000
e2.sc.hx_Q,e2.sc,hx,Q,11,-200000
e2.hx.sc_Q,e2.hx,sc,Q,11,200000
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,11,-50600
e2.ahu.heat_Q,e2.ahu,heat,Q,11,50600
e2.cwt.ahu_Q,e2.cwt,ahu,Q,11,73800
e2.ahu.cool_Q,e2.ahu,cool,Q,11,-73800
e2.ac.cwt_Q,e2.ac,cwt,Q,11,31600
e2.cwt.ac_Q,e2.cwt,ac,Q,11,-31600
e2.hhwt.ac_Q,e2.hhwt,ac,Q,11,-43888
e2.ac.hhwt_Q,e2.ac,hhwt,Q,11,43888
e2.ct.ac_Q,e2.ct,ac,Q,11,75488
e2.ac.ct_Q,e2.ac,ct,Q,11,-75488
e2.ec.cwt_Q,e2.ec,cwt,Q,11,17200
e2.cwt.ec_Q,e2.cwt,ec,Q,11,-17200
e2.ice.ec_Q,e2.ice,ec,Q,11,0
e2.ec.ice_Q,e2.ec,ice,Q,11,0
e2.ice.cwt_Q,e2.ice,cwt,Q,11,25000
e2.cwt.ice_Q,e2.cwt,ice,Q,11,-25000
e2.dhwt.loss_Q,e2.dhwt,loss,Q,11,-160
e2.dhwt.storage_Q,e2.dhwt,storage,Q,11,0
e2.hhwt.loss_Q,e2.hhwt,loss,Q,11,-3009
e2.hhwt.storage_Q,e2.hhwt,storage,Q,11,20658
e2.ice.storage_Q,e2.ice,storage,Q,11,-25000
e2.sc.IDN_Q,e2.sc,IDN,Q,11,200000
e2.dhwt.electric_Q,e2.dhwt,electric,Q,11,0
e2.dhw.Demand_Q,e2.dhw,Demand,Q,11,-123000
e2.ct.rejected_Q,e2.ct,rejected,Q,11,-75488
e2.ahu.Demand_Q,e2.ahu,Demand,Q,11,23200
e2.ec.electric_Q,e2.ec,electric,Q,11,5890
e2.ec.rejected_Q,e2.ec,rejected,Q,11,-23090
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,11,0
e2.dhwt.loss_D,e2.dhwt,loss,D,11,8
e2.hhwt.loss_D,e2.hhwt,loss,D,11,13
e2.dhwt.storage_J,e2.dhwt,storage,J,11,0
e2.hhwt.storage_J,e2.hhwt,storage,J,11,126316971
e2.ice.storage_J,e2.ice,storage,J,11,-360000000
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,12,123000
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,12,-123000
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,12,-117638
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,12,117638
e2.hx.hhwt_Q,e2.hx,hhwt,Q,12,-200000
e2.hhwt.hx_Q,e2.hhwt,hx,Q,12,200000
e2.sc.hx_Q,e2.sc,hx,Q,12,-200000
e2.hx.sc_Q,e2.hx,sc,Q,12,200000
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,12,-50600
e2.ahu.heat_Q,e2.ahu,heat,Q,12,50600
e2.cwt.ahu_Q,e2.cwt,ahu,Q,12,73800
e2.ahu.cool_Q,e2.ahu,cool,Q,12,-73800
e2.ac.cwt_Q,e2.ac,cwt,Q,12,31600
e2.cwt.ac_Q,e2.cwt,ac,Q,12,-31600
e2.hhwt.ac_Q,e2.hhwt,ac,Q,12,-43888
e2.ac.hhwt_Q,e2.ac,hhwt,Q,12,43888
e2.ct.ac_Q,e2.ct,ac,Q,12,75488
e2.ac.ct_Q,e2.ac,ct,Q,12,-75488
e2.ec.cwt_Q,e2.ec,cwt,Q,12,17200
e2.cwt.ec_Q,e2.cwt,ec,Q,12,-17200
e2.ice.ec_Q,e2.ice,ec,Q,12,0
e2.ec.ice_Q,e2.ec,ice,Q,12,0
e2.ice.cwt_Q,e2.ice,cwt,Q,12,25000
e2.cwt.ice_Q,e2.cwt,ice,Q,12,-25000
e2.dhwt.loss_Q,e2.dhwt,loss,Q,12,-160
e2.dhwt.storage_Q,e2.dhwt,storage,Q,12,0
e2.hhwt.loss_Q,e2.hhwt,loss,Q,12,-2302
e2.hhwt.storage_Q,e2.hhwt,storage,Q,12,14429
e2.ice.storage_Q,e2.ice,storage,Q,12,-24999
e2.sc.IDN_Q,e2.sc,IDN,Q,12,200000
e2.dhwt.electric_Q,e2.dhwt,electric,Q,12,5521
e2.dhw.Demand_Q,e2.dhw,Demand,Q,12,-123000
e2.ct.rejected_Q,e2.ct,rejected,Q,12,-75488
e2.ahu.Demand_Q,e2.ahu,Demand,Q,12,23200
e2.ec.electric_Q,e2.ec,electric,Q,12,5890
e2.ec.rejected_Q,e2.ec,rejected,Q,12,-23090
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,12,0
e2.dhwt.loss_D,e2.dhwt,loss,D,12,8
e2.hhwt.loss_D,e2.hhwt,loss,D,12,10
e2.dhwt.storage_J,e2.dhwt,storage,J,12,0
e2.hhwt.storage_J,e2.hhwt,storage,J,12,51945492
e2.ice.storage_J,e2.ice,storage,J,12,-270000000
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,13,123000
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,13,-123000
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,13,-103703
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,13,103703
e2.hx.hhwt_Q,e2.hx,hhwt,Q,13,-200000
e2.hhwt.hx_Q,e2.hhwt,hx,Q,13,200000
e2.sc.hx_Q,e2.sc,hx,Q,13,-200000
e2.hx.sc_Q,e2.hx,sc,Q,13,200000
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,13,-50600
e2.ahu.heat_Q,e2.ahu,heat,Q,13,50600
e2.cwt.ahu_Q,e2.cwt,ahu,Q,13,73800
e2.ahu.cool_Q,e2.ahu,cool,Q,13,-73800
e2.ac.cwt_Q,e2.ac,cwt,Q,13,31600
e2.cwt.ac_Q,e2.cwt,ac,Q,13,-31600
e2.hhwt.ac_Q,e2.hhwt,ac,Q,13,-43888
e2.ac.hhwt_Q,e2.ac,hhwt,Q,13,43888
e2.ct.ac_Q,e2.ct,ac,Q,13,75488
e2.ac.ct_Q,e2.ac,ct,Q,13,-75488
e2.ec.cwt_Q,e2.ec,cwt,Q,13,17200
e2.cwt.ec_Q,e2.cwt,ec,Q,13,-17200
e2.ice.ec_Q,e2.ice,ec,Q,13,0
e2.ec.ice_Q,e2.ec,ice,Q,13,0
e2.ice.cwt_Q,e2.ice,cwt,Q,13,25000
e2.cwt.ice_Q,e2.cwt,ice,Q,13,-25000
e2.dhwt.loss_Q,e2.dhwt,loss,Q,13,-160
e2.dhwt.storage_Q,e2.dhwt,storage,Q,13,0
e2.hhwt.loss_Q,e2.hhwt,loss,Q,13,-1807
e2.hhwt.storage_Q,e2.hhwt,storage,Q,13,0
e2.ice.storage_Q,e2.ice,storage,Q,13,-25000
e2.sc.IDN_Q,e2.sc,IDN,Q,13,200000
e2.dhwt.electric_Q,e2.dhwt,electric,Q,13,19456
e2.dhw.Demand_Q,e2.dhw,Demand,Q,13,-123000
e2.ct.rejected_Q,e2.ct,rejected,Q,13,-75488
e2.ahu.Demand_Q,e2.ahu,Demand,Q,13,23200
e2.ec.electric_Q,e2.ec,electric,Q,13,5890
e2.ec.rejected_Q,e2.ec,rejected,Q,13,-23090
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,13,0
e2.dhwt.loss_D,e2.dhwt,loss,D,13,8
e2.hhwt.loss_D,e2.hhwt,loss,D,13,7
e2.dhwt.storage_J,e2.dhwt,storage,J,13,0
e2.hhwt.storage_J,e2.hhwt,storage,J,13,0
e2.ice.storage_J,e2.ice,storage,J,13,-180000000
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,14,123000
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,14,-123000
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,14,-103703
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,14,103703
e2.hx.hhwt_Q,e2.hx,hhwt,Q,14,-200000
e2.hhwt.hx_Q,e2.hhwt,hx,Q,14,200000
e2.sc.hx_Q,e2.sc,hx,Q,14,-200000
e2.hx.sc_Q,e2.hx,sc,Q,14,200000
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,14,-50600
e2.ahu.heat_Q,e2.ahu,heat,Q,14,50600
e2.cwt.ahu_Q,e2.cwt,ahu,Q,14,73800
e2.ahu.cool_Q,e2.ahu,cool,Q,14,-73800
e2.ac.cwt_Q,e2.ac,cwt,Q,14,31600
e2.cwt.ac_Q,e2.cwt,ac,Q,14,-31600
e2.hhwt.ac_Q,e2.hhwt,ac,Q,14,-43888
e2.ac.hhwt_Q,e2.ac,hhwt,Q,14,43888
e2.ct.ac_Q,e2.ct,ac,Q,14,75488
e2.ac.ct_Q,e2.ac,ct,Q,14,-75488
e2.ec.cwt_Q,e2.ec,cwt,Q,14,17200
e2.cwt.ec_Q,e2.cwt,ec,Q,14,-17200
e2.ice.ec_Q,e2.ice,ec,Q,14,0
e2.ec.ice_Q,e2.ec,ice,Q,14,0
e2.ice.cwt_Q,e2.ice,cwt,Q,14,25000
e2.cwt.ice_Q,e2.cwt,ice,Q,14,-25000
e2.dhwt.loss_Q,e2.dhwt,loss,Q,14,-160
e2.dhwt.storage_Q,e2.dhwt,storage,Q,14,0
e2.hhwt.loss_Q,e2.hhwt,loss,Q,14,-1807
e2.hhwt.storage_Q,e2.hhwt,storage,Q,14,0
e2.ice.storage_Q,e2.ice,storage,Q,14,-25000
e2.sc.IDN_Q,e2.sc,IDN,Q,14,200000
e2.dhwt.electric_Q,e2.dhwt,electric,Q,14,19456
e2.dhw.Demand_Q,e2.dhw,Demand,Q,14,-123000
e2.ct.rejected_Q,e2.ct,rejected,Q,14,-75488
e2.ahu.Demand_Q,e2.ahu,Demand,Q,14,23200
e2.ec.electric_Q,e2.ec,electric,Q,14,5890
e2.ec.rejected_Q,e2.ec,rejected,Q,14,-23090
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,14,0
e2.dhwt.loss_D,e2.dhwt,loss,D,14,8
e2.hhwt.loss_D,e2.hhwt,loss,D,14,7
e2.dhwt.storage_J,e2.dhwt,storage,J,14,0
e2.hhwt.storage_J,e2.hhwt,storage,J,14,0
e2.ice.storage_J,e2.ice,storage,J,14,-90000000
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,15,61500
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,15,-61500
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,15,-61714
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,15,61714
e2.hx.hhwt_Q,e2.hx,hhwt,Q,15,-264000
e2.hhwt.hx_Q,e2.hhwt,hx,Q,15,264000
e2.sc.hx_Q,e2.sc,hx,Q,15,-264000
e2.hx.sc_Q,e2.hx,sc,Q,15,264000
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,15,-50600
e2.ahu.heat_Q,e2.ahu,heat,Q,15,50600
e2.cwt.ahu_Q,e2.cwt,ahu,Q,15,73799
e2.ahu.cool_Q,e2.ahu,cool,Q,15,-73799
e2.ac.cwt_Q,e2.ac,cwt,Q,15,69906
e2.cwt.ac_Q,e2.cwt,ac,Q,15,-69906
e2.hhwt.ac_Q,e2.hhwt,ac,Q,15,-97093
e2.ac.hhwt_Q,e2.ac,hhwt,Q,15,97093
e2.ct.ac_Q,e2.ct,ac,Q,15,167000
e2.ac.ct_Q,e2.ac,ct,Q,15,-167000
e2.ec.cwt_Q,e2.ec,cwt,Q,15,3893
e2.cwt.ec_Q,e2.cwt,ec,Q,15,-3893
e2.ice.ec_Q,e2.ice,ec,Q,15,0
e2.ec.ice_Q,e2.ec,ice,Q,15,0
e2.ice.cwt_Q,e2.ice,cwt,Q,15,0
e2.cwt.ice_Q,e2.cwt,ice,Q,15,0
e2.dhwt.loss_Q,e2.dhwt,loss,Q,15,-160
e2.dhwt.storage_Q,e2.dhwt,storage,Q,15,-54
e2.hhwt.loss_Q,e2.hhwt,loss,Q,15,-1807
e2.hhwt.storage_Q,e2.hhwt,storage,Q,15,-52784
e2.ice.storage_Q,e2.ice,storage,Q,15,0
e2.sc.IDN_Q,e2.sc,IDN,Q,15,264000
e2.dhwt.electric_Q,e2.dhwt,electric,Q,15,0
e2.dhw.Demand_Q,e2.dhw,Demand,Q,15,-61500
e2.ct.rejected_Q,e2.ct,rejected,Q,15,-167000
e2.ahu.Demand_Q,e2.ahu,Demand,Q,15,23199
e2.ec.electric_Q,e2.ec,electric,Q,15,1333
e2.ec.rejected_Q,e2.ec,rejected,Q,15,-5226
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,15,0
e2.dhwt.loss_D,e2.dhwt,loss,D,15,8
e2.hhwt.loss_D,e2.hhwt,loss,D,15,7
e2.dhwt.storage_J,e2.dhwt,storage,J,15,0
e2.hhwt.storage_J,e2.hhwt,storage,J,15,0
e2.ice.storage_J,e2.ice,storage,J,15,0
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,16,61500
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,16,-61500
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,16,-61607
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,16,61607
e2.hx.hhwt_Q,e2.hx,hhwt,Q,16,-176000
e2.hhwt.hx_Q,e2.hhwt,hx,Q,16,176000
e2.sc.hx_Q,e2.sc,hx,Q,16,-176000
e2.hx.sc_Q,e2.hx,sc,Q,16,176000
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,16,-50600
e2.ahu.heat_Q,e2.ahu,heat,Q,16,50600
e2.cwt.ahu_Q,e2.cwt,ahu,Q,16,73799
e2.ahu.cool_Q,e2.ahu,cool,Q,16,-73799
e2.ac.cwt_Q,e2.ac,cwt,Q,16,69906
e2.cwt.ac_Q,e2.cwt,ac,Q,16,-69906
e2.hhwt.ac_Q,e2.hhwt,ac,Q,16,-97093
e2.ac.hhwt_Q,e2.ac,hhwt,Q,16,97093
e2.ct.ac_Q,e2.ct,ac,Q,16,167000
e2.ac.ct_Q,e2.ac,ct,Q,16,-167000
e2.ec.cwt_Q,e2.ec,cwt,Q,16,3893
e2.cwt.ec_Q,e2.cwt,ec,Q,16,-3893
e2.ice.ec_Q,e2.ice,ec,Q,16,0
e2.ec.ice_Q,e2.ec,ice,Q,16,0
e2.ice.cwt_Q,e2.ice,cwt,Q,16,0
e2.cwt.ice_Q,e2.cwt,ice,Q,16,0
e2.dhwt.loss_Q,e2.dhwt,loss,Q,16,-162
e2.dhwt.storage_Q,e2.dhwt,storage,Q,16,54
e2.hhwt.loss_Q,e2.hhwt,loss,Q,16,-3615
e2.hhwt.storage_Q,e2.hhwt,storage,Q,16,36916
e2.ice.storage_Q,e2.ice,storage,Q,16,0
e2.sc.IDN_Q,e2.sc,IDN,Q,16,176000
e2.dhwt.electric_Q,e2.dhwt,electric,Q,16,0
e2.dhw.Demand_Q,e2.dhw,Demand,Q,16,-61500
e2.ct.rejected_Q,e2.ct,rejected,Q,16,-167000
e2.ahu.Demand_Q,e2.ahu,Demand,Q,16,23199
e2.ec.electric_Q,e2.ec,electric,Q,16,1333
e2.ec.rejected_Q,e2.ec,rejected,Q,16,-5226
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,16,0
e2.dhwt.loss_D,e2.dhwt,loss,D,16,8
e2.hhwt.loss_D,e2.hhwt,loss,D,16,15
e2.dhwt.storage_J,e2.dhwt,storage,J,16,196563
e2.hhwt.storage_J,e2.hhwt,storage,J,16,190023752
e2.ice.storage_J,e2.ice,storage,J,16,0
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,17,0
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,17,0
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,17,-159
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,17,159
e2.hx.hhwt_Q,e2.hx,hhwt,Q,17,-22851
e2.hhwt.hx_Q,e2.hhwt,hx,Q,17,22851
e2.sc.hx_Q,e2.sc,hx,Q,17,-22851
e2.hx.sc_Q,e2.hx,sc,Q,17,22851
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,17,0
e2.ahu.heat_Q,e2.ahu,heat,Q,17,0
e2.cwt.ahu_Q,e2.cwt,ahu,Q,17,0
e2.ahu.cool_Q,e2.ahu,cool,Q,17,0
e2.ac.cwt_Q,e2.ac,cwt,Q,17,0
e2.cwt.ac_Q,e2.cwt,ac,Q,17,0
e2.hhwt.ac_Q,e2.hhwt,ac,Q,17,0
e2.ac.hhwt_Q,e2.ac,hhwt,Q,17,0
e2.ct.ac_Q,e2.ct,ac,Q,17,0
e2.ac.ct_Q,e2.ac,ct,Q,17,0
e2.ec.cwt_Q,e2.ec,cwt,Q,17,0
e2.cwt.ec_Q,e2.cwt,ec,Q,17,0
e2.ice.ec_Q,e2.ice,ec,Q,17,0
e2.ec.ice_Q,e2.ec,ice,Q,17,0
e2.ice.cwt_Q,e2.ice,cwt,Q,17,0
e2.cwt.ice_Q,e2.cwt,ice,Q,17,0
e2.dhwt.loss_Q,e2.dhwt,loss,Q,17,-160
e2.dhwt.storage_Q,e2.dhwt,storage,Q,17,0
e2.hhwt.loss_Q,e2.hhwt,loss,Q,17,-2351
e2.hhwt.storage_Q,e2.hhwt,storage,Q,17,-20340
e2.ice.storage_Q,e2.ice,storage,Q,17,0
e2.sc.IDN_Q,e2.sc,IDN,Q,17,22851
e2.dhwt.electric_Q,e2.dhwt,electric,Q,17,0
e2.dhw.Demand_Q,e2.dhw,Demand,Q,17,0
e2.ct.rejected_Q,e2.ct,rejected,Q,17,0
e2.ahu.Demand_Q,e2.ahu,Demand,Q,17,0
e2.ec.electric_Q,e2.ec,electric,Q,17,0
e2.ec.rejected_Q,e2.ec,rejected,Q,17,0
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,17,0
e2.dhwt.loss_D,e2.dhwt,loss,D,17,8
e2.hhwt.loss_D,e2.hhwt,loss,D,17,10
e2.dhwt.storage_J,e2.dhwt,storage,J,17,0
e2.hhwt.storage_J,e2.hhwt,storage,J,17,57123397
e2.ice.storage_J,e2.ice,storage,J,17,0
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,18,0
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,18,0
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,18,-3888
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,18,3888
e2.hx.hhwt_Q,e2.hx,hhwt,Q,18,0
e2.hhwt.hx_Q,e2.hhwt,hx,Q,18,0
e2.sc.hx_Q,e2.sc,hx,Q,18,0
e2.hx.sc_Q,e2.hx,sc,Q,18,0
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,18,0
e2.ahu.heat_Q,e2.ahu,heat,Q,18,0
e2.cwt.ahu_Q,e2.cwt,ahu,Q,18,0
e2.ahu.cool_Q,e2.ahu,cool,Q,18,0
e2.ac.cwt_Q,e2.ac,cwt,Q,18,0
e2.cwt.ac_Q,e2.cwt,ac,Q,18,0
e2.hhwt.ac_Q,e2.hhwt,ac,Q,18,0
e2.ac.hhwt_Q,e2.ac,hhwt,Q,18,0
e2.ct.ac_Q,e2.ct,ac,Q,18,0
e2.ac.ct_Q,e2.ac,ct,Q,18,0
e2.ec.cwt_Q,e2.ec,cwt,Q,18,0
e2.cwt.ec_Q,e2.cwt,ec,Q,18,0
e2.ice.ec_Q,e2.ice,ec,Q,18,0
e2.ec.ice_Q,e2.ec,ice,Q,18,0
e2.ice.cwt_Q,e2.ice,cwt,Q,18,0
e2.cwt.ice_Q,e2.cwt,ice,Q,18,0
e2.dhwt.loss_Q,e2.dhwt,loss,Q,18,-160
e2.dhwt.storage_Q,e2.dhwt,storage,Q,18,-3728
e2.hhwt.loss_Q,e2.hhwt,loss,Q,18,-3048
e2.hhwt.storage_Q,e2.hhwt,storage,Q,18,6936
e2.ice.storage_Q,e2.ice,storage,Q,18,0
e2.sc.IDN_Q,e2.sc,IDN,Q,18,0
e2.dhwt.electric_Q,e2.dhwt,electric,Q,18,0
e2.dhw.Demand_Q,e2.dhw,Demand,Q,18,0
e2.ct.rejected_Q,e2.ct,rejected,Q,18,0
e2.ahu.Demand_Q,e2.ahu,Demand,Q,18,0
e2.ec.electric_Q,e2.ec,electric,Q,18,0
e2.ec.rejected_Q,e2.ec,rejected,Q,18,0
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,18,0
e2.dhwt.loss_D,e2.dhwt,loss,D,18,8
e2.hhwt.loss_D,e2.hhwt,loss,D,18,13
e2.dhwt.storage_J,e2.dhwt,storage,J,18,0
e2.hhwt.storage_J,e2.hhwt,storage,J,18,130347503
e2.ice.storage_J,e2.ice,storage,J,18,0
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,19,0
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,19,0
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,19,-319
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,19,319
e2.hx.hhwt_Q,e2.hx,hhwt,Q,19,0
e2.hhwt.hx_Q,e2.hhwt,hx,Q,19,0
e2.sc.hx_Q,e2.sc,hx,Q,19,0
e2.hx.sc_Q,e2.hx,sc,Q,19,0
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,19,0
e2.ahu.heat_Q,e2.ahu,heat,Q,19,0
e2.cwt.ahu_Q,e2.cwt,ahu,Q,19,0
e2.ahu.cool_Q,e2.ahu,cool,Q,19,0
e2.ac.cwt_Q,e2.ac,cwt,Q,19,0
e2.cwt.ac_Q,e2.cwt,ac,Q,19,0
e2.hhwt.ac_Q,e2.hhwt,ac,Q,19,0
e2.ac.hhwt_Q,e2.ac,hhwt,Q,19,0
e2.ct.ac_Q,e2.ct,ac,Q,19,0
e2.ac.ct_Q,e2.ac,ct,Q,19,0
e2.ec.cwt_Q,e2.ec,cwt,Q,19,0
e2.cwt.ec_Q,e2.cwt,ec,Q,19,0
e2.ice.ec_Q,e2.ice,ec,Q,19,0
e2.ec.ice_Q,e2.ec,ice,Q,19,0
e2.ice.cwt_Q,e2.ice,cwt,Q,19,0
e2.cwt.ice_Q,e2.cwt,ice,Q,19,0
e2.dhwt.loss_Q,e2.dhwt,loss,Q,19,-320
e2.dhwt.storage_Q,e2.dhwt,storage,Q,19,0
e2.hhwt.loss_Q,e2.hhwt,loss,Q,19,-2810
e2.hhwt.storage_Q,e2.hhwt,storage,Q,19,3130
e2.ice.storage_Q,e2.ice,storage,Q,19,0
e2.sc.IDN_Q,e2.sc,IDN,Q,19,0
e2.dhwt.electric_Q,e2.dhwt,electric,Q,19,0
e2.dhw.Demand_Q,e2.dhw,Demand,Q,19,0
e2.ct.rejected_Q,e2.ct,rejected,Q,19,0
e2.ahu.Demand_Q,e2.ahu,Demand,Q,19,0
e2.ec.electric_Q,e2.ec,electric,Q,19,0
e2.ec.rejected_Q,e2.ec,rejected,Q,19,0
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,19,0
e2.dhwt.loss_D,e2.dhwt,loss,D,19,16
e2.hhwt.loss_D,e2.hhwt,loss,D,19,12
e2.dhwt.storage_J,e2.dhwt,storage,J,19,13422818
e2.hhwt.storage_J,e2.hhwt,storage,J,19,105375149
e2.ice.storage_J,e2.ice,storage,J,19,0
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,20,0
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,20,0
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,20,3408
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,20,-3408
e2.hx.hhwt_Q,e2.hx,hhwt,Q,20,0
e2.hhwt.hx_Q,e2.hhwt,hx,Q,20,0
e2.sc.hx_Q,e2.sc,hx,Q,20,0
e2.hx.sc_Q,e2.hx,sc,Q,20,0
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,20,0
e2.ahu.heat_Q,e2.ahu,heat,Q,20,0
e2.cwt.ahu_Q,e2.cwt,ahu,Q,20,0
e2.ahu.cool_Q,e2.ahu,cool,Q,20,0
e2.ac.cwt_Q,e2.ac,cwt,Q,20,0
e2.cwt.ac_Q,e2.cwt,ac,Q,20,0
e2.hhwt.ac_Q,e2.hhwt,ac,Q,20,0
e2.ac.hhwt_Q,e2.ac,hhwt,Q,20,0
e2.ct.ac_Q,e2.ct,ac,Q,20,0
e2.ac.ct_Q,e2.ac,ct,Q,20,0
e2.ec.cwt_Q,e2.ec,cwt,Q,20,0
e2.cwt.ec_Q,e2.cwt,ec,Q,20,0
e2.ice.ec_Q,e2.ice,ec,Q,20,0
e2.ec.ice_Q,e2.ec,ice,Q,20,0
e2.ice.cwt_Q,e2.ice,cwt,Q,20,0
e2.cwt.ice_Q,e2.cwt,ice,Q,20,0
e2.dhwt.loss_Q,e2.dhwt,loss,Q,20,-319
e2.dhwt.storage_Q,e2.dhwt,storage,Q,20,3728
e2.hhwt.loss_Q,e2.hhwt,loss,Q,20,-2703
e2.hhwt.storage_Q,e2.hhwt,storage,Q,20,-705
e2.ice.storage_Q,e2.ice,storage,Q,20,0
e2.sc.IDN_Q,e2.sc,IDN,Q,20,0
e2.dhwt.electric_Q,e2.dhwt,electric,Q,20,0
e2.dhw.Demand_Q,e2.dhw,Demand,Q,20,0
e2.ct.rejected_Q,e2.ct,rejected,Q,20,0
e2.ahu.Demand_Q,e2.ahu,Demand,Q,20,0
e2.ec.electric_Q,e2.ec,electric,Q,20,0
e2.ec.rejected_Q,e2.ec,rejected,Q,20,0
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,20,0
e2.dhwt.loss_D,e2.dhwt,loss,D,20,15
e2.hhwt.loss_D,e2.hhwt,loss,D,20,11
e2.dhwt.storage_J,e2.dhwt,storage,J,20,13422818
e2.hhwt.storage_J,e2.hhwt,storage,J,20,94104980
e2.ice.storage_J,e2.ice,storage,J,20,0
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,21,0
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,21,0
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,21,-160
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,21,160
