ename,node,var,state,period,value
e2.hx.hhwt_Q,e2.hx,hhwt,Q,21,0
e2.hhwt.hx_Q,e2.hhwt,hx,Q,21,0
e2.sc.hx_Q,e2.sc,hx,Q,21,0
e2.hx.sc_Q,e2.hx,sc,Q,21,0
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,21,0
e2.ahu.heat_Q,e2.ahu,heat,Q,21,0
e2.cwt.ahu_Q,e2.cwt,ahu,Q,21,0
e2.ahu.cool_Q,e2.ahu,cool,Q,21,0
e2.ac.cwt_Q,e2.ac,cwt,Q,21,0
e2.cwt.ac_Q,e2.cwt,ac,Q,21,0
e2.hhwt.ac_Q,e2.hhwt,ac,Q,21,0
e2.ac.hhwt_Q,e2.ac,hhwt,Q,21,0
e2.ct.ac_Q,e2.ct,ac,Q,21,0
e2.ac.ct_Q,e2.ac,ct,Q,21,0
e2.ec.cwt_Q,e2.ec,cwt,Q,21,0
e2.cwt.ec_Q,e2.cwt,ec,Q,21,0
e2.ice.ec_Q,e2.ice,ec,Q,21,0
e2.ec.ice_Q,e2.ec,ice,Q,21,0
e2.ice.cwt_Q,e2.ice,cwt,Q,21,0
e2.cwt.ice_Q,e2.cwt,ice,Q,21,0
e2.dhwt.loss_Q,e2.dhwt,loss,Q,21,-159
e2.dhwt.storage_Q,e2.dhwt,storage,Q,21,0
e2.hhwt.loss_Q,e2.hhwt,loss,Q,21,-2727
e2.hhwt.storage_Q,e2.hhwt,storage,Q,21,2887
e2.ice.storage_Q,e2.ice,storage,Q,21,0
e2.sc.IDN_Q,e2.sc,IDN,Q,21,0
e2.dhwt.electric_Q,e2.dhwt,electric,Q,21,0
e2.dhw.Demand_Q,e2.dhw,Demand,Q,21,0
e2.ct.rejected_Q,e2.ct,rejected,Q,21,0
e2.ahu.Demand_Q,e2.ahu,Demand,Q,21,0
e2.ec.electric_Q,e2.ec,electric,Q,21,0
e2.ec.rejected_Q,e2.ec,rejected,Q,21,0
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,21,0
e2.dhwt.loss_D,e2.dhwt,loss,D,21,7
e2.hhwt.loss_D,e2.hhwt,loss,D,21,12
e2.dhwt.storage_J,e2.dhwt,storage,J,21,0
e2.hhwt.storage_J,e2.hhwt,storage,J,21,96643662
e2.ice.storage_J,e2.ice,storage,J,21,0
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,22,0
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,22,0
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,22,-160
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,22,160
e2.hx.hhwt_Q,e2.hx,hhwt,Q,22,0
e2.hhwt.hx_Q,e2.hhwt,hx,Q,22,0
e2.sc.hx_Q,e2.sc,hx,Q,22,0
e2.hx.sc_Q,e2.hx,sc,Q,22,0
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,22,0
e2.ahu.heat_Q,e2.ahu,heat,Q,22,0
e2.cwt.ahu_Q,e2.cwt,ahu,Q,22,0
e2.ahu.cool_Q,e2.ahu,cool,Q,22,0
e2.ac.cwt_Q,e2.ac,cwt,Q,22,0
e2.cwt.ac_Q,e2.cwt,ac,Q,22,0
e2.hhwt.ac_Q,e2.hhwt,ac,Q,22,0
e2.ac.hhwt_Q,e2.ac,hhwt,Q,22,0
e2.ct.ac_Q,e2.ct,ac,Q,22,0
e2.ac.ct_Q,e2.ac,ct,Q,22,0
e2.ec.cwt_Q,e2.ec,cwt,Q,22,0
e2.cwt.ec_Q,e2.cwt,ec,Q,22,0
e2.ice.ec_Q,e2.ice,ec,Q,22,0
e2.ec.ice_Q,e2.ec,ice,Q,22,0
e2.ice.cwt_Q,e2.ice,cwt,Q,22,0
e2.cwt.ice_Q,e2.cwt,ice,Q,22,0
e2.dhwt.loss_Q,e2.dhwt,loss,Q,22,-159
e2.dhwt.storage_Q,e2.dhwt,storage,Q,22,0
e2.hhwt.loss_Q,e2.hhwt,loss,Q,22,-2628
e2.hhwt.storage_Q,e2.hhwt,storage,Q,22,2788
e2.ice.storage_Q,e2.ice,storage,Q,22,0
e2.sc.IDN_Q,e2.sc,IDN,Q,22,0
e2.dhwt.electric_Q,e2.dhwt,electric,Q,22,0
e2.dhw.Demand_Q,e2.dhw,Demand,Q,22,0
e2.ct.rejected_Q,e2.ct,rejected,Q,22,0
e2.ahu.Demand_Q,e2.ahu,Demand,Q,22,0
e2.ec.electric_Q,e2.ec,electric,Q,22,0
e2.ec.rejected_Q,e2.ec,rejected,Q,22,0
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,22,0
e2.dhwt.loss_D,e2.dhwt,loss,D,22,7
e2.hhwt.loss_D,e2.hhwt,loss,D,22,11
e2.dhwt.storage_J,e2.dhwt,storage,J,22,0
e2.hhwt.storage_J,e2.hhwt,storage,J,22,86248570
e2.ice.storage_J,e2.ice,storage,J,22,0
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,23,0
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,23,0
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,23,-160
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,23,160
e2.hx.hhwt_Q,e2.hx,hhwt,Q,23,0
e2.hhwt.hx_Q,e2.hhwt,hx,Q,23,0
e2.sc.hx_Q,e2.sc,hx,Q,23,0
e2.hx.sc_Q,e2.hx,sc,Q,23,0
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,23,0
e2.ahu.heat_Q,e2.ahu,heat,Q,23,0
e2.cwt.ahu_Q,e2.cwt,ahu,Q,23,0
e2.ahu.cool_Q,e2.ahu,cool,Q,23,0
e2.ac.cwt_Q,e2.ac,cwt,Q,23,0
e2.cwt.ac_Q,e2.cwt,ac,Q,23,0
e2.hhwt.ac_Q,e2.hhwt,ac,Q,23,0
e2.ac.hhwt_Q,e2.ac,hhwt,Q,23,0
e2.ct.ac_Q,e2.ct,ac,Q,23,0
e2.ac.ct_Q,e2.ac,ct,Q,23,0
e2.ec.cwt_Q,e2.ec,cwt,Q,23,0
e2.cwt.ec_Q,e2.cwt,ec,Q,23,0
e2.ice.ec_Q,e2.ice,ec,Q,23,-16279
e2.ec.ice_Q,e2.ec,ice,Q,23,16279
e2.ice.cwt_Q,e2.ice,cwt,Q,23,0
e2.cwt.ice_Q,e2.cwt,ice,Q,23,0
e2.dhwt.loss_Q,e2.dhwt,loss,Q,23,-159
e2.dhwt.storage_Q,e2.dhwt,storage,Q,23,0
e2.hhwt.loss_Q,e2.hhwt,loss,Q,23,-2533
e2.hhwt.storage_Q,e2.hhwt,storage,Q,23,2693
e2.ice.storage_Q,e2.ice,storage,Q,23,16279
e2.sc.IDN_Q,e2.sc,IDN,Q,23,0
e2.dhwt.electric_Q,e2.dhwt,electric,Q,23,0
e2.dhw.Demand_Q,e2.dhw,Demand,Q,23,0
e2.ct.rejected_Q,e2.ct,rejected,Q,23,0
e2.ahu.Demand_Q,e2.ahu,Demand,Q,23,0
e2.ec.electric_Q,e2.ec,electric,Q,23,0
e2.ec.rejected_Q,e2.ec,rejected,Q,23,-21630
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,23,5351
e2.dhwt.loss_D,e2.dhwt,loss,D,23,7
e2.hhwt.loss_D,e2.hhwt,loss,D,23,11
e2.dhwt.storage_J,e2.dhwt,storage,J,23,0
e2.hhwt.storage_J,e2.hhwt,storage,J,23,76209535
e2.ice.storage_J,e2.ice,storage,J,23,0
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,24,0
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,24,0
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,24,-160
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,24,160
e2.hx.hhwt_Q,e2.hx,hhwt,Q,24,0
e2.hhwt.hx_Q,e2.hhwt,hx,Q,24,0
e2.sc.hx_Q,e2.sc,hx,Q,24,0
e2.hx.sc_Q,e2.hx,sc,Q,24,0
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,24,0
e2.ahu.heat_Q,e2.ahu,heat,Q,24,0
e2.cwt.ahu_Q,e2.cwt,ahu,Q,24,0
e2.ahu.cool_Q,e2.ahu,cool,Q,24,0
e2.ac.cwt_Q,e2.ac,cwt,Q,24,0
e2.cwt.ac_Q,e2.cwt,ac,Q,24,0
e2.hhwt.ac_Q,e2.hhwt,ac,Q,24,0
e2.ac.hhwt_Q,e2.ac,hhwt,Q,24,0
e2.ct.ac_Q,e2.ct,ac,Q,24,0
e2.ac.ct_Q,e2.ac,ct,Q,24,0
e2.ec.cwt_Q,e2.ec,cwt,Q,24,0
e2.cwt.ec_Q,e2.cwt,ec,Q,24,0
e2.ice.ec_Q,e2.ice,ec,Q,24,-17199
e2.ec.ice_Q,e2.ec,ice,Q,24,17199
e2.ice.cwt_Q,e2.ice,cwt,Q,24,0
e2.cwt.ice_Q,e2.cwt,ice,Q,24,0
e2.dhwt.loss_Q,e2.dhwt,loss,Q,24,-159
e2.dhwt.storage_Q,e2.dhwt,storage,Q,24,0
e2.hhwt.loss_Q,e2.hhwt,loss,Q,24,-2440
e2.hhwt.storage_Q,e2.hhwt,storage,Q,24,2600
e2.ice.storage_Q,e2.ice,storage,Q,24,17199
e2.sc.IDN_Q,e2.sc,IDN,Q,24,0
e2.dhwt.electric_Q,e2.dhwt,electric,Q,24,0
e2.dhw.Demand_Q,e2.dhw,Demand,Q,24,0
e2.ct.rejected_Q,e2.ct,rejected,Q,24,0
e2.ahu.Demand_Q,e2.ahu,Demand,Q,24,0
e2.ec.electric_Q,e2.ec,electric,Q,24,0
e2.ec.rejected_Q,e2.ec,rejected,Q,24,-22854
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,24,5654
e2.dhwt.loss_D,e2.dhwt,loss,D,24,7
e2.hhwt.loss_D,e2.hhwt,loss,D,24,10
e2.dhwt.storage_J,e2.dhwt,storage,J,24,0
e2.hhwt.storage_J,e2.hhwt,storage,J,24,66514364
e2.ice.storage_J,e2.ice,storage,J,24,-58604651
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,25,0
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,25,0
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,25,-160
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,25,160
e2.hx.hhwt_Q,e2.hx,hhwt,Q,25,0
e2.hhwt.hx_Q,e2.hhwt,hx,Q,25,0
e2.sc.hx_Q,e2.sc,hx,Q,25,0
e2.hx.sc_Q,e2.hx,sc,Q,25,0
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,25,0
e2.ahu.heat_Q,e2.ahu,heat,Q,25,0
e2.cwt.ahu_Q,e2.cwt,ahu,Q,25,0
e2.ahu.cool_Q,e2.ahu,cool,Q,25,0
e2.ac.cwt_Q,e2.ac,cwt,Q,25,0
e2.cwt.ac_Q,e2.cwt,ac,Q,25,0
e2.hhwt.ac_Q,e2.hhwt,ac,Q,25,0
e2.ac.hhwt_Q,e2.ac,hhwt,Q,25,0
e2.ct.ac_Q,e2.ct,ac,Q,25,0
e2.ac.ct_Q,e2.ac,ct,Q,25,0
e2.ec.cwt_Q,e2.ec,cwt,Q,25,0
e2.cwt.ec_Q,e2.cwt,ec,Q,25,0
e2.ice.ec_Q,e2.ice,ec,Q,25,-17199
e2.ec.ice_Q,e2.ec,ice,Q,25,17199
e2.ice.cwt_Q,e2.ice,cwt,Q,25,0
e2.cwt.ice_Q,e2.cwt,ice,Q,25,0
e2.dhwt.loss_Q,e2.dhwt,loss,Q,25,-159
e2.dhwt.storage_Q,e2.dhwt,storage,Q,25,0
e2.hhwt.loss_Q,e2.hhwt,loss,Q,25,-2351
e2.hhwt.storage_Q,e2.hhwt,storage,Q,25,2511
e2.ice.storage_Q,e2.ice,storage,Q,25,17199
e2.sc.IDN_Q,e2.sc,IDN,Q,25,0
e2.dhwt.electric_Q,e2.dhwt,electric,Q,25,0
e2.dhw.Demand_Q,e2.dhw,Demand,Q,25,0
e2.ct.rejected_Q,e2.ct,rejected,Q,25,0
e2.ahu.Demand_Q,e2.ahu,Demand,Q,25,0
e2.ec.electric_Q,e2.ec,electric,Q,25,0
e2.ec.rejected_Q,e2.ec,rejected,Q,25,-22854
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,25,5654
e2.dhwt.loss_D,e2.dhwt,loss,D,25,7
e2.hhwt.loss_D,e2.hhwt,loss,D,25,10
e2.dhwt.storage_J,e2.dhwt,storage,J,25,0
e2.hhwt.storage_J,e2.hhwt,storage,J,25,57151276
e2.ice.storage_J,e2.ice,storage,J,25,-120524651
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,26,0
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,26,0
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,26,-160
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,26,160
e2.hx.hhwt_Q,e2.hx,hhwt,Q,26,0
e2.hhwt.hx_Q,e2.hhwt,hx,Q,26,0
e2.sc.hx_Q,e2.sc,hx,Q,26,0
e2.hx.sc_Q,e2.hx,sc,Q,26,0
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,26,0
e2.ahu.heat_Q,e2.ahu,heat,Q,26,0
e2.cwt.ahu_Q,e2.cwt,ahu,Q,26,0
e2.ahu.cool_Q,e2.ahu,cool,Q,26,0
e2.ac.cwt_Q,e2.ac,cwt,Q,26,0
e2.cwt.ac_Q,e2.cwt,ac,Q,26,0
e2.hhwt.ac_Q,e2.hhwt,ac,Q,26,0
e2.ac.hhwt_Q,e2.ac,hhwt,Q,26,0
e2.ct.ac_Q,e2.ct,ac,Q,26,0
e2.ac.ct_Q,e2.ac,ct,Q,26,0
e2.ec.cwt_Q,e2.ec,cwt,Q,26,0
e2.cwt.ec_Q,e2.cwt,ec,Q,26,0
e2.ice.ec_Q,e2.ice,ec,Q,26,-17199
e2.ec.ice_Q,e2.ec,ice,Q,26,17199
e2.ice.cwt_Q,e2.ice,cwt,Q,26,0
e2.cwt.ice_Q,e2.cwt,ice,Q,26,0
e2.dhwt.loss_Q,e2.dhwt,loss,Q,26,-159
e2.dhwt.storage_Q,e2.dhwt,storage,Q,26,0
e2.hhwt.loss_Q,e2.hhwt,loss,Q,26,-2265
e2.hhwt.storage_Q,e2.hhwt,storage,Q,26,2425
e2.ice.storage_Q,e2.ice,storage,Q,26,17199
e2.sc.IDN_Q,e2.sc,IDN,Q,26,0
e2.dhwt.electric_Q,e2.dhwt,electric,Q,26,0
e2.dhw.Demand_Q,e2.dhw,Demand,Q,26,0
e2.ct.rejected_Q,e2.ct,rejected,Q,26,0
e2.ahu.Demand_Q,e2.ahu,Demand,Q,26,0
e2.ec.electric_Q,e2.ec,electric,Q,26,0
e2.ec.rejected_Q,e2.ec,rejected,Q,26,-22854
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,26,5654
e2.dhwt.loss_D,e2.dhwt,loss,D,26,7
e2.hhwt.loss_D,e2.hhwt,loss,D,26,10
e2.dhwt.storage_J,e2.dhwt,storage,J,26,0
e2.hhwt.storage_J,e2.hhwt,storage,J,26,48108899
e2.ice.storage_J,e2.ice,storage,J,26,-182444651
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,27,0
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,27,0
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,27,-160
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,27,160
e2.hx.hhwt_Q,e2.hx,hhwt,Q,27,0
e2.hhwt.hx_Q,e2.hhwt,hx,Q,27,0
e2.sc.hx_Q,e2.sc,hx,Q,27,0
e2.hx.sc_Q,e2.hx,sc,Q,27,0
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,27,0
e2.ahu.heat_Q,e2.ahu,heat,Q,27,0
e2.cwt.ahu_Q,e2.cwt,ahu,Q,27,0
e2.ahu.cool_Q,e2.ahu,cool,Q,27,0
e2.ac.cwt_Q,e2.ac,cwt,Q,27,0
e2.cwt.ac_Q,e2.cwt,ac,Q,27,0
e2.hhwt.ac_Q,e2.hhwt,ac,Q,27,0
e2.ac.hhwt_Q,e2.ac,hhwt,Q,27,0
e2.ct.ac_Q,e2.ct,ac,Q,27,0
e2.ac.ct_Q,e2.ac,ct,Q,27,0
e2.ec.cwt_Q,e2.ec,cwt,Q,27,0
e2.cwt.ec_Q,e2.cwt,ec,Q,27,0
e2.ice.ec_Q,e2.ice,ec,Q,27,-17199
e2.ec.ice_Q,e2.ec,ice,Q,27,17199
e2.ice.cwt_Q,e2.ice,cwt,Q,27,0
e2.cwt.ice_Q,e2.cwt,ice,Q,27,0
e2.dhwt.loss_Q,e2.dhwt,loss,Q,27,-159
e2.dhwt.storage_Q,e2.dhwt,storage,Q,27,0
e2.hhwt.loss_Q,e2.hhwt,loss,Q,27,-2182
e2.hhwt.storage_Q,e2.hhwt,storage,Q,27,2342
e2.ice.storage_Q,e2.ice,storage,Q,27,17199
e2.sc.IDN_Q,e2.sc,IDN,Q,27,0
e2.dhwt.electric_Q,e2.dhwt,electric,Q,27,0
e2.dhw.Demand_Q,e2.dhw,Demand,Q,27,0
e2.ct.rejected_Q,e2.ct,rejected,Q,27,0
e2.ahu.Demand_Q,e2.ahu,Demand,Q,27,0
e2.ec.electric_Q,e2.ec,electric,Q,27,0
e2.ec.rejected_Q,e2.ec,rejected,Q,27,-22854
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,27,5654
e2.dhwt.loss_D,e2.dhwt,loss,D,27,7
e2.hhwt.loss_D,e2.hhwt,loss,D,27,9
e2.dhwt.storage_J,e2.dhwt,storage,J,27,0
e2.hhwt.storage_J,e2.hhwt,storage,J,27,39376246
e2.ice.storage_J,e2.ice,storage,J,27,-244364651
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,28,0
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,28,0
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,28,-160
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,28,160
e2.hx.hhwt_Q,e2.hx,hhwt,Q,28,0
e2.hhwt.hx_Q,e2.hhwt,hx,Q,28,0
e2.sc.hx_Q,e2.sc,hx,Q,28,0
e2.hx.sc_Q,e2.hx,sc,Q,28,0
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,28,0
e2.ahu.heat_Q,e2.ahu,heat,Q,28,0
e2.cwt.ahu_Q,e2.cwt,ahu,Q,28,0
e2.ahu.cool_Q,e2.ahu,cool,Q,28,0
e2.ac.cwt_Q,e2.ac,cwt,Q,28,0
e2.cwt.ac_Q,e2.cwt,ac,Q,28,0
e2.hhwt.ac_Q,e2.hhwt,ac,Q,28,0
e2.ac.hhwt_Q,e2.ac,hhwt,Q,28,0
e2.ct.ac_Q,e2.ct,ac,Q,28,0
e2.ac.ct_Q,e2.ac,ct,Q,28,0
e2.ec.cwt_Q,e2.ec,cwt,Q,28,0
e2.cwt.ec_Q,e2.cwt,ec,Q,28,0
e2.ice.ec_Q,e2.ice,ec,Q,28,-17199
e2.ec.ice_Q,e2.ec,ice,Q,28,17199
e2.ice.cwt_Q,e2.ice,cwt,Q,28,0
e2.cwt.ice_Q,e2.cwt,ice,Q,28,0
e2.dhwt.loss_Q,e2.dhwt,loss,Q,28,-159
e2.dhwt.storage_Q,e2.dhwt,storage,Q,28,0
e2.hhwt.loss_Q,e2.hhwt,loss,Q,28,-2102
e2.hhwt.storage_Q,e2.hhwt,storage,Q,28,2262
e2.ice.storage_Q,e2.ice,storage,Q,28,17199
e2.sc.IDN_Q,e2.sc,IDN,Q,28,0
e2.dhwt.electric_Q,e2.dhwt,electric,Q,28,0
e2.dhw.Demand_Q,e2.dhw,Demand,Q,28,0
e2.ct.rejected_Q,e2.ct,rejected,Q,28,0
e2.ahu.Demand_Q,e2.ahu,Demand,Q,28,0
e2.ec.electric_Q,e2.ec,electric,Q,28,0
e2.ec.rejected_Q,e2.ec,rejected,Q,28,-22854
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,28,5654
e2.dhwt.loss_D,e2.dhwt,loss,D,28,7
e2.hhwt.loss_D,e2.hhwt,loss,D,28,9
e2.dhwt.storage_J,e2.dhwt,storage,J,28,0
e2.hhwt.storage_J,e2.hhwt,storage,J,28,30942709
e2.ice.storage_J,e2.ice,storage,J,28,-306284651
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,29,0
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,29,0
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,29,-160
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,29,160
e2.hx.hhwt_Q,e2.hx,hhwt,Q,29,0
e2.hhwt.hx_Q,e2.hhwt,hx,Q,29,0
e2.sc.hx_Q,e2.sc,hx,Q,29,0
e2.hx.sc_Q,e2.hx,sc,Q,29,0
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,29,0
e2.ahu.heat_Q,e2.ahu,heat,Q,29,0
e2.cwt.ahu_Q,e2.cwt,ahu,Q,29,0
e2.ahu.cool_Q,e2.ahu,cool,Q,29,0
e2.ac.cwt_Q,e2.ac,cwt,Q,29,0
e2.cwt.ac_Q,e2.cwt,ac,Q,29,0
e2.hhwt.ac_Q,e2.hhwt,ac,Q,29,0
e2.ac.hhwt_Q,e2.ac,hhwt,Q,29,0
e2.ct.ac_Q,e2.ct,ac,Q,29,0
e2.ac.ct_Q,e2.ac,ct,Q,29,0
e2.ec.cwt_Q,e2.ec,cwt,Q,29,0
e2.cwt.ec_Q,e2.cwt,ec,Q,29,0
e2.ice.ec_Q,e2.ice,ec,Q,29,-17199
e2.ec.ice_Q,e2.ec,ice,Q,29,17199
e2.ice.cwt_Q,e2.ice,cwt,Q,29,0
e2.cwt.ice_Q,e2.cwt,ice,Q,29,0
e2.dhwt.loss_Q,e2.dhwt,loss,Q,29,-159
e2.dhwt.storage_Q,e2.dhwt,storage,Q,29,0
e2.hhwt.loss_Q,e2.hhwt,loss,Q,29,-2024
e2.hhwt.storage_Q,e2.hhwt,storage,Q,29,2184
e2.ice.storage_Q,e2.ice,storage,Q,29,17199
e2.sc.IDN_Q,e2.sc,IDN,Q,29,0
e2.dhwt.electric_Q,e2.dhwt,electric,Q,29,0
e2.dhw.Demand_Q,e2.dhw,Demand,Q,29,0
e2.ct.rejected_Q,e2.ct,rejected,Q,29,0
e2.ahu.Demand_Q,e2.ahu,Demand,Q,29,0
e2.ec.electric_Q,e2.ec,electric,Q,29,0
e2.ec.rejected_Q,e2.ec,rejected,Q,29,-22854
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,29,5654
e2.dhwt.loss_D,e2.dhwt,loss,D,29,7
e2.hhwt.loss_D,e2.hhwt,loss,D,29,8
e2.dhwt.storage_J,e2.dhwt,storage,J,29,0
e2.hhwt.storage_J,e2.hhwt,storage,J,29,22798042
e2.ice.storage_J,e2.ice,storage,J,29,-368204651
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,30,0
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,30,0
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,30,-160
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,30,160
e2.hx.hhwt_Q,e2.hx,hhwt,Q,30,0
e2.hhwt.hx_Q,e2.hhwt,hx,Q,30,0
e2.sc.hx_Q,e2.sc,hx,Q,30,0
e2.hx.sc_Q,e2.hx,sc,Q,30,0
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,30,0
e2.ahu.heat_Q,e2.ahu,heat,Q,30,0
e2.cwt.ahu_Q,e2.cwt,ahu,Q,30,0
e2.ahu.cool_Q,e2.ahu,cool,Q,30,0
e2.ac.cwt_Q,e2.ac,cwt,Q,30,0
e2.cwt.ac_Q,e2.cwt,ac,Q,30,0
e2.hhwt.ac_Q,e2.hhwt,ac,Q,30,0
e2.ac.hhwt_Q,e2.ac,hhwt,Q,30,0
e2.ct.ac_Q,e2.ct,ac,Q,30,0
e2.ac.ct_Q,e2.ac,ct,Q,30,0
e2.ec.cwt_Q,e2.ec,cwt,Q,30,0
e2.cwt.ec_Q,e2.cwt,ec,Q,30,0
e2.ice.ec_Q,e2.ice,ec,Q,30,-17199
e2.ec.ice_Q,e2.ec,ice,Q,30,17199
e2.ice.cwt_Q,e2.ice,cwt,Q,30,0
e2.cwt.ice_Q,e2.cwt,ice,Q,30,0
e2.dhwt.loss_Q,e2.dhwt,loss,Q,30,-159
e2.dhwt.storage_Q,e2.dhwt,storage,Q,30,0
e2.hhwt.loss_Q,e2.hhwt,loss,Q,30,-1950
e2.hhwt.storage_Q,e2.hhwt,storage,Q,30,2110
e2.ice.storage_Q,e2.ice,storage,Q,30,17199
e2.sc.IDN_Q,e2.sc,IDN,Q,30,0
e2.dhwt.electric_Q,e2.dhwt,electric,Q,30,0
e2.dhw.Demand_Q,e2.dhw,Demand,Q,30,0
e2.ct.rejected_Q,e2.ct,rejected,Q,30,0
e2.ahu.Demand_Q,e2.ahu,Demand,Q,30,0
e2.ec.electric_Q,e2.ec,electric,Q,30,0
e2.ec.rejected_Q,e2.ec,rejected,Q,30,-22854
e2.ec.electric.ice_Q,e2.ec,electric.ice,Q,30,5654
e2.dhwt.loss_D,e2.dhwt,loss,D,30,7
e2.hhwt.loss_D,e2.hhwt,loss,D,30,8
e2.dhwt.storage_J,e2.dhwt,storage,J,30,0
e2.hhwt.storage_J,e2.hhwt,storage,J,30,14932350
e2.ice.storage_J,e2.ice,storage,J,30,-430124651
e2.dhw.dhwt_Q,e2.dhw,dhwt,Q,31,0
e2.dhwt.dhw_Q,e2.dhwt,dhw,Q,31,0
e2.hhwt.dhwt_Q,e2.hhwt,dhwt,Q,31,-159
e2.dhwt.hhwt_Q,e2.dhwt,hhwt,Q,31,159
e2.hx.hhwt_Q,e2.hx,hhwt,Q,31,0
e2.hhwt.hx_Q,e2.hhwt,hx,Q,31,0
e2.sc.hx_Q,e2.sc,hx,Q,31,0
e2.hx.sc_Q,e2.hx,sc,Q,31,0
e2.hhwt.ahu_Q,e2.hhwt,ahu,Q,31,0
e2.ahu.heat_Q,e2.ahu,heat,Q,31,0
e2.cwt.ahu_Q,e2.cwt,ahu,Q,31,0
e2.ahu.cool_Q,e2.ahu,cool,Q,31,0
e2.ac.cwt_Q,e2.ac,cwt,Q,31,0
e2.cwt.ac_Q,e2.cwt,ac,Q,31,0
e2.hhwt.ac_Q,e2.hhwt,ac,Q,31,0
e2.ac.hhwt_Q,e2.ac,hhwt,Q,31,0
e2.ct.ac_Q,e2.ct,ac,Q,31,0
e2.ac.ct_Q,e2.ac,ct,Q,31,0
e2.ec.cwt_Q,e2.ec,cwt,Q,31,0
e2.cwt.ec_Q,e2.cwt,ec,Q,31,0
e2.ice.ec_Q,e2.ice,ec,Q,31,0
e2.ec.ice_Q,e2.ec,ice,Q,31,0
e2.ice.cwt_Q,e2.ice,cwt,Q,31,0
e2.cwt.ice_Q,e2.cwt,ice,Q,31,0
e2.dhwt.loss_Q,e2.dhwt,loss,Q,31,-160
e2.dhwt.storage_Q,e2.dhwt,storage,Q,31,0
e2.hhwt.loss_Q,e2.hhwt,loss,Q,31,-1877
e2.hhwt.storage_Q,e2.hhwt,storage,Q,31,2037
e2.ice.storage_Q,e2.ice,storage,Q,31,0
e2.sc.IDN_Q,e2.sc,IDN,Q,31,0
e2.dhwt.electric_Q,e2.dhwt,electric,Q,31,0
e2.dhw.Demand_Q,e2.dhw,Demand,Q,31,0
e2.ct.rejected_Q,e2.ct,rejected,Q,31,0
e2.ahu.Demand_Q,e2.ahu,Demand,Q,31,0
